Plot Title: A05 Panorama Point,,,,
#,"Date Time, GMT-06:00","H08 Temp., °F (LGR S/N: 748073)",,
385,04/19/09 02:31:34 PM,70.39,,
386,04/19/09 03:43:34 PM,70.39,,
387,04/19/09 04:55:34 PM,70.39,,
388,04/19/09 06:07:34 PM,69.03,,
389,04/19/09 07:19:34 PM,60.8,,
390,04/19/09 08:31:34 PM,55.27,,
391,04/19/09 09:43:34 PM,53.19,,
392,04/19/09 10:55:34 PM,51.08,,
393,04/20/09 12:07:34 AM,49.68,,
394,04/20/09 01:19:34 AM,46.09,,
395,04/20/09 02:31:34 AM,44.65,,
396,04/20/09 03:43:34 AM,43.2,,
397,04/20/09 04:55:34 AM,41.72,,
398,04/20/09 06:07:34 AM,43.2,,
399,04/20/09 07:19:34 AM,55.27,,
400,04/20/09 08:31:34 AM,64.9,,
401,04/20/09 09:43:34 AM,68.34,,
402,04/20/09 10:55:34 AM,69.71,,
403,04/20/09 12:07:34 PM,73.83,,
404,04/20/09 01:19:34 PM,74.53,,
405,04/20/09 02:31:34 PM,76.62,,
406,04/20/09 03:43:34 PM,76.62,,
407,04/20/09 04:55:34 PM,77.31,,
408,04/20/09 06:07:34 PM,74.53,,
409,04/20/09 07:19:34 PM,63.54,,
410,04/20/09 08:31:34 PM,58.73,,
411,04/20/09 09:43:34 PM,56.66,,
412,04/20/09 10:55:34 PM,55.27,,
413,04/21/09 12:07:34 AM,53.89,,
414,04/21/09 01:19:34 AM,51.08,,
415,04/21/09 02:31:34 AM,49.68,,
416,04/21/09 03:43:34 AM,45.37,,
417,04/21/09 04:55:34 AM,43.92,,
418,04/21/09 06:07:34 AM,46.09,,
419,04/21/09 07:19:34 AM,60.8,,
420,04/21/09 08:31:34 AM,67.66,,
421,04/21/09 09:43:34 AM,70.39,,
422,04/21/09 10:55:34 AM,73.15,,
423,04/21/09 12:07:34 PM,75.92,,
424,04/21/09 01:19:34 PM,79.41,,
425,04/21/09 02:31:34 PM,79.41,,
426,04/21/09 03:43:34 PM,80.11,,
427,04/21/09 04:55:34 PM,78.71,,
428,04/21/09 06:07:34 PM,75.92,,
429,04/21/09 07:19:34 PM,66.27,,
430,04/21/09 08:31:34 PM,60.8,,
431,04/21/09 09:43:34 PM,58.05,,
432,04/21/09 10:55:34 PM,55.98,,
433,04/22/09 12:07:34 AM,53.89,,
434,04/22/09 01:19:34 AM,52.48,,
435,04/22/09 02:31:34 AM,50.38,,
436,04/22/09 03:43:34 AM,48.96,,
437,04/22/09 04:55:34 AM,47.53,,
438,04/22/09 06:07:34 AM,48.96,,
439,04/22/09 07:19:34 AM,60.12,,
440,04/22/09 08:31:34 AM,69.71,,
441,04/22/09 09:43:34 AM,72.46,,
442,04/22/09 10:55:34 AM,76.62,,
443,04/22/09 12:07:34 PM,80.82,,
444,04/22/09 01:19:34 PM,82.24,,
445,04/22/09 02:31:34 PM,82.96,,
446,04/22/09 03:43:34 PM,82.24,,
447,04/22/09 04:55:34 PM,80.11,,
448,04/22/09 06:07:34 PM,78.01,,
449,04/22/09 07:19:34 PM,69.71,,
450,04/22/09 08:31:34 PM,64.22,,
451,04/22/09 09:43:34 PM,59.41,,
452,04/22/09 10:55:34 PM,59.41,,
453,04/23/09 12:07:34 AM,58.73,,
454,04/23/09 01:19:34 AM,58.05,,
455,04/23/09 02:31:34 AM,58.05,,
456,04/23/09 03:43:34 AM,54.59,,
457,04/23/09 04:55:34 AM,51.08,,
458,04/23/09 06:07:34 AM,51.78,,
459,04/23/09 07:19:34 AM,62.85,,
460,04/23/09 08:31:34 AM,71.76,,
461,04/23/09 09:43:34 AM,78.01,,
462,04/23/09 10:55:34 AM,81.54,,
463,04/23/09 12:07:34 PM,84.38,,
464,04/23/09 01:19:34 PM,84.38,,
465,04/23/09 02:31:34 PM,83.66,,
466,04/23/09 03:43:34 PM,80.82,,
467,04/23/09 04:55:34 PM,80.82,,
468,04/23/09 06:07:34 PM,76.62,,
469,04/23/09 07:19:34 PM,72.46,,
470,04/23/09 08:31:34 PM,71.76,,
471,04/23/09 09:43:34 PM,69.71,,
472,04/23/09 10:55:34 PM,66.96,,
473,04/24/09 12:07:34 AM,64.9,,
474,04/24/09 01:19:34 AM,64.9,,
475,04/24/09 02:31:34 AM,63.54,,
476,04/24/09 03:43:34 AM,62.17,,
477,04/24/09 04:55:34 AM,62.85,,
478,04/24/09 06:07:34 AM,64.22,,
479,04/24/09 07:19:34 AM,66.27,,
480,04/24/09 08:31:34 AM,69.71,,
481,04/24/09 09:43:34 AM,70.39,,
482,04/24/09 10:55:34 AM,72.46,,
483,04/24/09 12:07:34 PM,73.15,,
484,04/24/09 01:19:34 PM,77.31,,
485,04/24/09 02:31:34 PM,77.31,,
486,04/24/09 03:43:34 PM,77.31,,
487,04/24/09 04:55:34 PM,74.53,,
488,04/24/09 06:07:34 PM,71.76,,
489,04/24/09 07:19:34 PM,70.39,,
490,04/24/09 08:31:34 PM,68.34,,
491,04/24/09 09:43:34 PM,66.96,,
492,04/24/09 10:55:34 PM,63.54,,
493,04/25/09 12:07:34 AM,62.17,,
494,04/25/09 01:19:34 AM,60.12,,
495,04/25/09 02:31:34 AM,60.8,,
496,04/25/09 03:43:34 AM,60.8,,
497,04/25/09 04:55:34 AM,59.41,,
498,04/25/09 06:07:34 AM,58.73,,
499,04/25/09 07:19:34 AM,60.8,,
500,04/25/09 08:31:34 AM,66.27,,
501,04/25/09 09:43:34 AM,67.66,,
502,04/25/09 10:55:34 AM,67.66,,
503,04/25/09 12:07:34 PM,70.39,,
504,04/25/09 01:19:34 PM,66.27,,
505,04/25/09 02:31:34 PM,60.8,,
506,04/25/09 03:43:34 PM,57.36,,
507,04/25/09 04:55:34 PM,51.78,,
508,04/25/09 06:07:34 PM,51.08,,
509,04/25/09 07:19:34 PM,48.25,,
510,04/25/09 08:31:34 PM,46.09,,
511,04/25/09 09:43:34 PM,40.98,,
512,04/25/09 10:55:34 PM,40.98,,
513,04/26/09 12:07:34 AM,42.46,,
514,04/26/09 01:19:34 AM,44.65,,
515,04/26/09 02:31:34 AM,43.92,,
516,04/26/09 03:43:34 AM,40.23,,
517,04/26/09 04:55:34 AM,38.73,,
518,04/26/09 06:07:34 AM,39.47,,
519,04/26/09 07:19:34 AM,50.38,,
520,04/26/09 08:31:34 AM,60.8,,
521,04/26/09 09:43:34 AM,61.48,,
522,04/26/09 10:55:34 AM,59.41,,
523,04/26/09 12:07:34 PM,61.48,,
524,04/26/09 01:19:34 PM,60.8,,
525,04/26/09 02:31:34 PM,61.48,,
526,04/26/09 03:43:34 PM,61.48,,
527,04/26/09 04:55:34 PM,57.36,,
528,04/26/09 06:07:34 PM,54.59,,
529,04/26/09 07:19:34 PM,48.25,,
530,04/26/09 08:31:34 PM,44.65,,
531,04/26/09 09:43:34 PM,43.92,,
532,04/26/09 10:55:34 PM,43.2,,
533,04/27/09 12:07:34 AM,41.72,,
534,04/27/09 01:19:34 AM,39.47,,
535,04/27/09 02:31:34 AM,38.73,,
536,04/27/09 03:43:34 AM,34.11,,
537,04/27/09 04:55:34 AM,30.9,,
538,04/27/09 06:07:34 AM,34.88,,
539,04/27/09 07:19:34 AM,48.25,,
540,04/27/09 08:31:34 AM,57.36,,
541,04/27/09 09:43:34 AM,56.66,,
542,04/27/09 10:55:34 AM,57.36,,
543,04/27/09 12:07:34 PM,60.8,,
544,04/27/09 01:19:34 PM,62.17,,
545,04/27/09 02:31:34 PM,64.9,,
546,04/27/09 03:43:34 PM,65.59,,
547,04/27/09 04:55:34 PM,66.96,,
548,04/27/09 06:07:34 PM,64.9,,
549,04/27/09 07:19:34 PM,59.41,,
550,04/27/09 08:31:34 PM,55.27,,
551,04/27/09 09:43:34 PM,57.36,,
552,04/27/09 10:55:34 PM,57.36,,
553,04/28/09 12:07:34 AM,51.08,,
554,04/28/09 01:19:34 AM,55.98,,
555,04/28/09 02:31:34 AM,57.36,,
556,04/28/09 03:43:34 AM,57.36,,
557,04/28/09 04:55:34 AM,55.98,,
558,04/28/09 06:07:34 AM,55.98,,
559,04/28/09 07:19:34 AM,62.17,,
560,04/28/09 08:31:34 AM,69.03,,
561,04/28/09 09:43:34 AM,69.71,,
562,04/28/09 10:55:34 AM,72.46,,
563,04/28/09 12:07:34 PM,74.53,,
564,04/28/09 01:19:34 PM,75.92,,
565,04/28/09 02:31:34 PM,75.22,,
566,04/28/09 03:43:34 PM,75.92,,
567,04/28/09 04:55:34 PM,73.83,,
568,04/28/09 06:07:34 PM,70.39,,
569,04/28/09 07:19:34 PM,67.66,,
570,04/28/09 08:31:34 PM,66.27,,
571,04/28/09 09:43:34 PM,64.22,,
572,04/28/09 10:55:34 PM,62.17,,
573,04/29/09 12:07:34 AM,61.48,,
574,04/29/09 01:19:34 AM,58.05,,
575,04/29/09 02:31:34 AM,56.66,,
576,04/29/09 03:43:34 AM,54.59,,
577,04/29/09 04:55:34 AM,54.59,,
578,04/29/09 06:07:34 AM,53.89,,
579,04/29/09 07:19:34 AM,64.22,,
580,04/29/09 08:31:34 AM,71.76,,
581,04/29/09 09:43:34 AM,72.46,,
582,04/29/09 10:55:34 AM,73.83,,
583,04/29/09 12:07:34 PM,75.92,,
584,04/29/09 01:19:34 PM,77.31,,
585,04/29/09 02:31:34 PM,78.01,,
586,04/29/09 03:43:34 PM,78.01,,
587,04/29/09 04:55:34 PM,77.31,,
588,04/29/09 06:07:34 PM,74.53,,
589,04/29/09 07:19:34 PM,65.59,,
590,04/29/09 08:31:34 PM,59.41,,
591,04/29/09 09:43:34 PM,55.98,,
592,04/29/09 10:55:34 PM,56.66,,
593,04/30/09 12:07:34 AM,54.59,,
594,04/30/09 01:19:34 AM,52.48,,
595,04/30/09 02:31:34 AM,51.78,,
596,04/30/09 03:43:34 AM,48.96,,
597,04/30/09 04:55:34 AM,47.53,,
598,04/30/09 06:07:34 AM,51.08,,
599,04/30/09 07:19:34 AM,66.96,,
600,04/30/09 08:31:34 AM,75.92,,
601,04/30/09 09:43:34 AM,75.92,,
602,04/30/09 10:55:34 AM,77.31,,
603,04/30/09 12:07:34 PM,78.71,,
604,04/30/09 01:19:34 PM,80.11,,
605,04/30/09 02:31:34 PM,80.82,,
606,04/30/09 03:43:34 PM,81.54,,
607,04/30/09 04:55:34 PM,81.54,,
608,04/30/09 06:07:34 PM,77.31,,
609,04/30/09 07:19:34 PM,71.08,,
610,04/30/09 08:31:34 PM,68.34,,
611,04/30/09 09:43:34 PM,62.85,,
612,04/30/09 10:55:34 PM,59.41,,
613,2005-01-09 00:07,58.73,,
614,2005-01-09 01:19,56.66,,
615,2005-01-09 02:31,55.98,,
616,2005-01-09 03:43,55.27,,
617,2005-01-09 04:55,54.59,,
618,2005-01-09 06:07,53.89,,
619,2005-01-09 07:19,60.12,,
620,2005-01-09 08:31,71.08,,
621,2005-01-09 09:43,70.39,,
622,2005-01-09 10:55,72.46,,
623,2005-01-09 12:07,77.31,,
624,2005-01-09 13:19,78.71,,
625,2005-01-09 14:31,80.11,,
626,2005-01-09 15:43,79.41,,
627,2005-01-09 16:55,77.31,,
628,2005-01-09 18:07,75.22,,
629,2005-01-09 19:19,68.34,,
630,2005-01-09 20:31,64.9,,
631,2005-01-09 21:43,63.54,,
632,2005-01-09 22:55,62.85,,
633,2005-02-09 00:07,61.48,,
634,2005-02-09 01:19,60.8,,
